metodo,sample_idx,pointing_game,sparseness,pg@3
Integrated Gradients,4422,1,0.9334553689392626,1
Integrated Gradients,9125,1,0.8786958744178912,1
Integrated Gradients,3598,1,0.941372149033725,1
Integrated Gradients,5313,1,0.908070060151839,1
Integrated Gradients,916,1,0.911665025502183,1
Integrated Gradients,3752,1,0.9018445019865244,1
Integrated Gradients,525,1,0.9232074987763235,1
Integrated Gradients,5168,1,0.9039474495084818,1
Integrated Gradients,6572,1,0.9730624416566458,1
Integrated Gradients,4386,1,0.9422241837663026,1
Integrated Gradients,1084,1,0.9017461921267014,1
Integrated Gradients,3456,1,0.9088883966257173,1
Integrated Gradients,9292,1,0.9360295403314398,1
Integrated Gradients,5155,1,0.9181790108954158,1
Integrated Gradients,3483,1,0.903342633777678,1
Integrated Gradients,8179,1,0.9077642825426342,1
Integrated Gradients,6482,1,0.9432111416510087,1
Integrated Gradients,7517,1,0.9389360888817004,1
Integrated Gradients,2340,1,0.882155173435009,1
Integrated Gradients,4339,1,0.9317759394558198,1
Integrated Gradients,2287,1,0.9529715383511739,1
Integrated Gradients,4040,1,0.9165888460117384,1
Integrated Gradients,9197,1,0.9111047960579632,1
Integrated Gradients,8830,1,0.8867563696704086,1
Integrated Gradients,4304,1,0.9648159932245688,1
Integrated Gradients,9577,1,0.8733243243801467,1
Integrated Gradients,7019,1,0.9366667551092498,1
Integrated Gradients,9560,1,0.9303031913854225,1
Integrated Gradients,6543,1,0.9138214074603876,1
Integrated Gradients,5930,1,0.9008440899998753,1
Integrated Gradients,3593,1,0.945186914864869,1
Integrated Gradients,2266,1,0.9141316873445746,1
Integrated Gradients,8348,1,0.9255555409403995,1
Integrated Gradients,8085,1,0.8613853375917047,1
Integrated Gradients,1489,1,0.8704438769422076,1
Integrated Gradients,771,1,0.9060453573679814,1
Integrated Gradients,1796,1,0.9317661227939593,1
Integrated Gradients,2504,1,0.9680010730226545,1
Integrated Gradients,2621,1,0.8917369558432413,1
Integrated Gradients,6916,1,0.9269900553100785,1
Integrated Gradients,9771,1,0.922282708255459,1
Integrated Gradients,1040,1,0.9647315540270252,1
Integrated Gradients,6304,1,0.901699548572823,1
Integrated Gradients,6252,1,0.9264225588581596,1
Integrated Gradients,9763,1,0.9352911164656388,1
Integrated Gradients,7668,1,0.9206106313936548,1
Integrated Gradients,8669,1,0.9072077625687889,1
Integrated Gradients,4119,1,0.9247793014106134,1
Integrated Gradients,9064,1,0.8981836317261214,1
Integrated Gradients,188,1,0.8999970609859629,1
Integrated Gradients,1876,1,0.9542660958296121,1
Integrated Gradients,8797,1,0.9233992815119854,1
Integrated Gradients,4371,1,0.8994505768802568,1
Integrated Gradients,5573,1,0.8874575481066587,1
Integrated Gradients,1827,1,0.8858964892039682,1
Integrated Gradients,4808,1,0.9043910279917484,1
Integrated Gradients,7123,1,0.9354523161544845,1
Integrated Gradients,2591,1,0.9435860402210019,1
Integrated Gradients,7433,1,0.9158752684792211,1
Integrated Gradients,53,1,0.9431784844336903,1
Integrated Gradients,4315,1,0.9119462909481062,1
Integrated Gradients,8201,1,0.9097360760911761,1
Integrated Gradients,2927,1,0.9019663634666155,1
Integrated Gradients,8317,1,0.9036492272591232,1
Integrated Gradients,1743,1,0.9296231812393427,1
Integrated Gradients,4889,1,0.9058692325599171,1
Integrated Gradients,9977,1,0.9247155702672583,1
Integrated Gradients,3258,1,0.9153006998522071,1
Integrated Gradients,6126,1,0.8712950030097839,1
Integrated Gradients,2646,1,0.9480532731299618,1
Integrated Gradients,8837,1,0.9276883514816296,1
Integrated Gradients,8689,1,0.8880054818706631,1
Integrated Gradients,9,1,0.9039461269799083,1
Integrated Gradients,9813,1,0.9358315943887006,1
Integrated Gradients,5310,1,0.8925731071500167,1
Integrated Gradients,8005,1,0.9509640628917231,1
Integrated Gradients,319,1,0.8955150496049766,1
Integrated Gradients,1832,1,0.9197396810635001,1
Integrated Gradients,5947,1,0.8827786626252057,1
Integrated Gradients,5038,1,0.8949645595667062,1
Integrated Gradients,3923,1,0.9267708050019698,1
Integrated Gradients,949,1,0.9568202091128122,1
Integrated Gradients,3946,1,0.9412271352522081,1
Integrated Gradients,9295,1,0.960017027745008,1
Integrated Gradients,1290,1,0.9310286512438126,1
Integrated Gradients,1403,1,0.9527934829668034,1
Integrated Gradients,7962,1,0.9179892104146867,1
Integrated Gradients,1133,1,0.9292591304128055,1
Integrated Gradients,8727,1,0.9236374372841536,1
Integrated Gradients,2060,1,0.8456833145615985,1
Integrated Gradients,2103,1,0.9178116277880335,1
Integrated Gradients,7787,1,0.8650115386009865,1
Integrated Gradients,9007,1,0.8688860332929476,1
Integrated Gradients,2705,1,0.909400696968778,1
Integrated Gradients,4342,1,0.9295559012475472,1
Integrated Gradients,8645,1,0.9279678161296141,1
Integrated Gradients,9938,1,0.9275200384149342,1
Integrated Gradients,6932,1,0.894710589685219,1
Integrated Gradients,3470,1,0.9026560790203964,1
Integrated Gradients,8835,1,0.9218431300667007,1
Integrated Gradients,3295,1,0.879006293264009,1
Integrated Gradients,5107,1,0.9298019907230526,1
Integrated Gradients,6537,1,0.9271929267239012,1
Integrated Gradients,6118,1,0.8654214539544411,1
Integrated Gradients,7177,1,0.9376703282630254,1
Integrated Gradients,8479,1,0.9157751859633643,1
Integrated Gradients,7397,1,0.8856806350763511,1
Integrated Gradients,1982,1,0.9118819184043596,1
Integrated Gradients,4061,1,0.9269956247692777,1
Integrated Gradients,3681,1,0.8996825907889354,1
Integrated Gradients,1049,1,0.9018169184364735,1
Integrated Gradients,5539,1,0.887588699157033,1
Integrated Gradients,344,1,0.9245788946501401,1
Integrated Gradients,9638,1,0.9146271486103414,1
Integrated Gradients,9075,1,0.8572109866045907,1
Integrated Gradients,3770,1,0.8916320834678768,1
Integrated Gradients,9641,1,0.9505477416444068,1
Integrated Gradients,3608,1,0.886058326289751,1
Integrated Gradients,117,1,0.9179063220323525,1
Integrated Gradients,1163,1,0.9360705113458867,1
Integrated Gradients,964,1,0.9703385177068629,1
Integrated Gradients,3750,1,0.9295721911533268,1
Occlusion,1824,0,0.8174089155621023,1
Occlusion,409,1,0.9018824815447035,1
Occlusion,4506,1,0.8207020000442238,1
Occlusion,4012,0,0.8539211681445245,1
Occlusion,3657,1,0.8180084218164283,1
Occlusion,2286,1,0.8349203072419855,1
Occlusion,1679,0,0.8362165628062443,1
Occlusion,8935,1,0.8147749624920038,1
Occlusion,1424,1,0.9141088082264099,1
Occlusion,9674,1,0.9126600661345916,1
Occlusion,6912,1,0.8716250018874399,0
Occlusion,520,1,0.84437634437755,1
Occlusion,488,1,0.8771086086359774,1
Occlusion,1535,1,0.8802920072528839,1
Occlusion,3582,0,0.8994173519388664,1
Occlusion,3811,0,0.8155315708185613,1
Occlusion,8279,1,0.8796017543377688,1
Occlusion,9863,0,0.8737800803284679,1
Occlusion,434,0,0.8358500262561435,1
Occlusion,9195,1,0.8608097231163288,1
Occlusion,3257,1,0.8012258708434743,1
Occlusion,8928,0,0.7612816063961283,1
Occlusion,6873,1,0.8798315117351414,1
Occlusion,3611,1,0.7778406387660721,1
Occlusion,7359,0,0.8380504797457626,1
Occlusion,9654,0,0.8428874117454579,1
Occlusion,4557,0,0.8216595652228147,1
Occlusion,106,1,0.7934810962619734,1
Occlusion,2615,0,0.8423616375408018,1
Occlusion,6924,1,0.8363657861369855,1
Occlusion,5574,1,0.7988724871450219,1
Occlusion,4552,1,0.8179435950295393,0
Occlusion,2547,0,0.8462084481434187,1
Occlusion,3527,1,0.7985802553510502,1
Occlusion,5514,1,0.9089859665115845,1
Occlusion,1674,1,0.9115680257833516,1
Occlusion,1519,1,0.7866496653648871,0
Occlusion,6224,0,0.9050234875834944,1
Occlusion,1584,0,0.8428883196348893,1
Occlusion,5881,0,0.8432737223468036,1
Occlusion,5635,1,0.7612746346463473,1
Occlusion,9891,0,0.7719088236673082,1
Occlusion,4333,1,0.8557323694890167,1
Occlusion,711,0,0.7550342705487523,1
Occlusion,7527,0,0.8952207893675599,1
Occlusion,8785,1,0.8458790175531703,1
Occlusion,2045,0,0.7759889517625462,1
Occlusion,6201,0,0.8002441652752637,1
Occlusion,1291,1,0.8022961392816639,1
Occlusion,9044,1,0.848702040559087,1
Occlusion,4803,0,0.8683839901410677,1
Occlusion,5925,0,0.864961370435859,1
Occlusion,9459,1,0.8176091991233345,1
Occlusion,3150,0,0.8237430763912326,1
Occlusion,1139,1,0.9039625731594378,1
Occlusion,750,1,0.807047445307822,1
Occlusion,3733,1,0.9057046655755916,1
Occlusion,4741,0,0.8251473945785615,1
Occlusion,1307,1,0.8677724913844602,1
Occlusion,3814,1,0.7951228799771901,1
Occlusion,1654,1,0.8265003242435662,1
Occlusion,6227,1,0.7727167093164002,1
Occlusion,4554,1,0.830475332681279,1
Occlusion,7428,1,0.88825582538018,1
Occlusion,5977,1,0.8082601836827117,1
Occlusion,2664,1,0.7647000463918554,1
Occlusion,6065,1,0.7686655901014179,1
Occlusion,5820,1,0.8073904884558758,1
Occlusion,3432,0,0.830727588344109,1
Occlusion,4374,1,0.7182000877015335,1
Occlusion,1169,1,0.8504947427378029,1
Occlusion,9980,1,0.7509165251912222,1
Occlusion,2803,1,0.9067638729173362,1
Occlusion,8751,1,0.8453558571781778,1
Occlusion,4010,0,0.9120036390954547,1
Occlusion,2677,0,0.8522313372198116,1
Occlusion,7573,1,0.879161601941371,0
Occlusion,6216,1,0.8153922234692437,1
Occlusion,4422,0,0.8700958772910412,1
Occlusion,9125,1,0.8143800612439134,1
Occlusion,3598,1,0.8897883401838602,1
Occlusion,5313,1,0.8359223681305428,1
Occlusion,916,1,0.8256209861432113,1
Occlusion,3752,1,0.822466338871926,1
Occlusion,525,1,0.8105567811571917,1
Occlusion,5168,0,0.7955799252797902,1
Occlusion,6572,0,0.9034152444287926,1
Occlusion,4386,1,0.9123744596155405,1
Occlusion,1084,0,0.8476341786395121,1
Occlusion,3456,1,0.8137756208433489,1
Occlusion,9292,0,0.8706076969237526,1
Occlusion,5155,0,0.8380470932143858,1
Occlusion,3483,1,0.8177483834951125,1
Occlusion,8179,1,0.8188292202219614,1
Occlusion,6482,0,0.9101532634391889,1
Occlusion,7517,0,0.901833166818568,1
Occlusion,2340,1,0.8189974892601102,1
Occlusion,4339,1,0.86233914635034,0
Occlusion,2287,1,0.9115930350948118,1
Occlusion,4040,1,0.8327071556331651,1
Occlusion,9197,1,0.827044994707123,1
Occlusion,8830,1,0.7731284590042853,1
Occlusion,4304,0,0.9123627869210407,1
Occlusion,9577,1,0.7840946777976345,1
Occlusion,7019,1,0.9116491084174616,1
Occlusion,9560,1,0.8772418275404594,1
Occlusion,6543,1,0.8486794580740016,1
Occlusion,5930,1,0.7942270740731021,1
Occlusion,3593,1,0.8905505543989585,1
Occlusion,2266,1,0.8849565999248847,1
Occlusion,8348,0,0.8284960819582199,1
Occlusion,8085,1,0.8287168326407732,1
Occlusion,1489,1,0.782055881067331,1
Occlusion,771,1,0.8258524317955447,1
Occlusion,1796,1,0.8513903302529691,1
Occlusion,2504,1,0.9004356614849285,1
Occlusion,2621,1,0.8014296341107048,0
Occlusion,6916,1,0.8489517694571402,1
Occlusion,9771,1,0.8461528769827193,1
Occlusion,1040,1,0.9122399710734348,1
Occlusion,6304,0,0.8573285196106517,1
Occlusion,6252,0,0.8691710476743961,1
Occlusion,9763,0,0.8522106920255259,1
Occlusion,7668,0,0.8577577728730679,1
Occlusion,8669,1,0.7929232162765079,1
Occlusion,4119,0,0.8736202310945671,1
Occlusion,9064,1,0.8425904152309505,1
Occlusion,188,1,0.8349069898908037,1
Occlusion,1876,0,0.9090224243598315,1
Occlusion,8797,0,0.8466265507774351,1
Occlusion,4371,0,0.8732599823219347,1
Occlusion,5573,1,0.7642313074407101,1
Occlusion,1827,1,0.8041832029222908,1
Occlusion,4808,1,0.7982644317702345,1
Occlusion,7123,1,0.9088093211985089,1
Occlusion,2591,1,0.8753668358502837,1
Occlusion,7433,1,0.8212610199993349,1
Occlusion,53,1,0.8104943193938534,1
Occlusion,4315,1,0.83758877597027,1
Occlusion,8201,1,0.8440189368474382,0
Occlusion,2927,1,0.8105106110188358,1
Occlusion,8317,1,0.8195127135320321,1
Occlusion,1743,1,0.8341572950267504,1
Occlusion,4889,1,0.8205419278423749,1
Occlusion,9977,0,0.8317857339182888,1
Occlusion,3258,1,0.8248681223328296,1
Occlusion,6126,1,0.8113848918139182,1
Occlusion,2646,0,0.8637640775711153,1
Occlusion,8837,0,0.883032244948144,1
Occlusion,8689,0,0.8588450748816707,1
Occlusion,9,0,0.818146917494603,1
Occlusion,9813,0,0.8591119470628874,1
Occlusion,5310,0,0.7863660334962119,1
Occlusion,8005,1,0.9046912156031055,1
Occlusion,319,1,0.7953624313350258,1
Occlusion,1832,1,0.8520894703624844,1
Occlusion,5947,1,0.7430992015727129,1
Occlusion,5038,1,0.8323443725064439,1
Occlusion,3923,0,0.8707968161090753,1
Occlusion,949,1,0.90572584270382,1
Occlusion,3946,0,0.8543635518754142,0
Occlusion,9295,0,0.9069556186904202,1
Occlusion,1290,1,0.8741137567542614,1
Occlusion,1403,1,0.8939670977399041,1
Occlusion,7962,0,0.8603309411161133,1
Occlusion,1133,1,0.8837099242678104,1
Occlusion,8727,1,0.876751938297011,1
Occlusion,2060,1,0.7937570866753743,1
Occlusion,2103,0,0.8064394978426912,1
Occlusion,7787,1,0.8408427731304635,1
Occlusion,9007,0,0.767517491024267,1
Occlusion,2705,1,0.8987890767631437,1
Occlusion,4342,1,0.8339211485097846,1
Occlusion,8645,1,0.8439234133609295,1
Occlusion,9938,1,0.868284003733252,1
Occlusion,6932,0,0.7720523942118718,1
Occlusion,3470,1,0.8384071050076596,1
Occlusion,8835,1,0.8320071481498088,1
Occlusion,3295,0,0.7961807645876762,0
Occlusion,5107,1,0.8702085400968089,1
Occlusion,6537,0,0.859470462969335,1
Occlusion,6118,0,0.7528932728109257,1
Occlusion,7177,0,0.8701247381735613,1
Occlusion,8479,1,0.8606555557171554,1
Occlusion,7397,1,0.8014689113418041,1
Occlusion,1982,0,0.858124842981804,1
Occlusion,4061,1,0.8588012160175171,1
Occlusion,3681,1,0.8265088035293859,1
Occlusion,1049,1,0.8065249772218477,1
Occlusion,5539,1,0.8506109200064813,1
Occlusion,344,0,0.8174070256938479,1
Occlusion,9638,1,0.8490812859636228,1
Occlusion,9075,0,0.7233378748094843,0
Occlusion,3770,1,0.8230826920427272,1
Occlusion,9641,1,0.8884934378286213,1
Occlusion,3608,1,0.8251090631277795,1
Occlusion,117,1,0.8289946535132449,1
Occlusion,1163,1,0.8485184895863229,1
Occlusion,964,0,0.9060539637160498,1
Occlusion,3750,1,0.7991322633208011,1
Guided Backprop,1824,1,0.7380358946638577,1
Guided Backprop,409,1,0.8574690955244528,1
Guided Backprop,4506,1,0.7293411374221821,1
Guided Backprop,4012,1,0.7424407382667693,1
Guided Backprop,3657,1,0.7421957535392589,1
Guided Backprop,2286,1,0.7808547176795384,1
Guided Backprop,1679,1,0.7721910290770944,1
Guided Backprop,8935,1,0.7658667310917895,1
Guided Backprop,1424,1,0.8536930556987914,1
