metodo,sample_idx,pointing_game,sparseness,pg@3
Gradiente,0,1,0.6408512273131839,1
Gradiente,1,1,0.7615490740629716,1
Gradiente,2,1,0.6088764231064443,1
Gradiente,3,1,0.6411009019477873,1
Gradiente,4,1,0.64112222080333,1
Gradiente,5,1,0.6571864115076307,1
Gradiente,6,1,0.6714637569993906,1
Gradiente,7,1,0.6651448615797524,1
Gradiente,8,1,0.7644018235233554,1
Gradiente,9,1,0.7348060330279942,1
Gradiente,10,1,0.6822100883200335,1
Gradiente,11,1,0.6929352542529916,1
Gradiente,12,1,0.6924686110914513,1
Gradiente,13,1,0.6660462284771305,1
Gradiente,14,1,0.7694101603828625,1
Gradiente,15,1,0.6463079921183192,1
Gradiente,16,1,0.6406398400776936,1
Gradiente,17,1,0.7081237916670866,1
Gradiente,18,1,0.7082666036772882,1
Gradiente,19,1,0.6538675256409046,1
Gradiente,20,1,0.627406778050591,1
Gradiente,21,1,0.6396412802660496,1
Gradiente,22,1,0.688183506207616,1
Gradiente,23,1,0.6127596274004234,1
Gradiente,24,1,0.6784547803523566,1
Gradiente,25,1,0.6338223451329443,1
Gradiente,26,1,0.6818099654928451,1
Gradiente,27,1,0.6145433834828906,1
Gradiente,28,1,0.6790658564958789,1
Gradiente,29,1,0.670433541520769,1
Gradiente,30,1,0.6021179891052839,1
Gradiente,31,1,0.633995807713589,1
Gradiente,32,1,0.6781429866486348,1
Gradiente,33,1,0.6748131638254249,1
Gradiente,34,1,0.7661878820927182,1
Gradiente,35,1,0.7661750006633303,1
Gradiente,36,1,0.691014240010722,1
Gradiente,37,1,0.7508387544913206,1
Gradiente,38,1,0.6664288243923511,1
Gradiente,39,1,0.6635841094866453,1
Gradiente,40,1,0.6602394959088296,1
Gradiente,41,1,0.6638191948061876,1
Gradiente,42,1,0.6776955933070903,1
Gradiente,43,1,0.6343414303186836,1
Gradiente,44,1,0.7326751159384788,1
Gradiente,45,1,0.6627850778749595,1
Gradiente,46,1,0.642556907166171,1
Gradiente,47,1,0.6695389364596929,1
Gradiente,48,1,0.6301914021352064,1
Gradiente,49,1,0.6504438701433402,1
Gradiente,50,1,0.6805837591957271,1
Gradiente,51,1,0.667080911034402,1
Gradiente,52,1,0.6381845776246877,1
Gradiente,53,1,0.6633568390707556,1
Gradiente,54,1,0.7494171793964881,1
Gradiente,55,1,0.6773031865772312,1
Gradiente,56,1,0.7382697583753179,1
Gradiente,57,1,0.6499728108109268,1
Gradiente,58,1,0.6575789693858491,1
Gradiente,59,1,0.659073443077185,1
Gradiente,60,1,0.656807343684249,1
Gradiente,61,1,0.677158801868859,1
Gradiente,62,1,0.622132391172117,1
Gradiente,63,1,0.6839808693695648,1
Gradiente,64,1,0.6569925274345474,1
Gradiente,65,1,0.602982428181297,1
Gradiente,66,1,0.597631793531848,1
Gradiente,67,1,0.6566002088358018,1
Gradiente,68,1,0.6988744503437907,1
Gradiente,69,1,0.6380455864661849,1
Gradiente,70,1,0.6736088755559673,1
Gradiente,71,1,0.5915623492828153,1
Gradiente,72,1,0.7367730329457862,1
Gradiente,73,1,0.6870740363098549,1
Gradiente,74,1,0.7800195556044311,1
Gradiente,75,1,0.6877327293287232,1
Gradiente,76,1,0.6972277347805846,1
Gradiente,77,1,0.6468854090896303,1
Gradiente,78,1,0.711543931649149,1
Gradiente,79,1,0.602879966421179,1
Gradiente,80,1,0.7087366615045039,1
Gradiente,81,1,0.6705218691268289,1
Gradiente,82,1,0.6596906177763207,1
Gradiente,83,1,0.6384229494674938,1
Gradiente,84,1,0.652732177617831,1
Gradiente,85,1,0.6405232120949662,1
Gradiente,86,1,0.7828593617178479,1
Gradiente,87,1,0.7530911905216304,1
Gradiente,88,1,0.6528963688679696,1
Gradiente,89,1,0.6105230478511914,1
Gradiente,90,1,0.6930432599198049,1
Gradiente,91,1,0.690975785386529,1
Gradiente,92,1,0.6424424060904173,1
Gradiente,93,1,0.654625672630434,1
Gradiente,94,1,0.7263905980781911,1
Gradiente,95,1,0.7261639717909174,1
Gradiente,96,1,0.6539649782940733,1
Gradiente,97,1,0.6975100178638574,1
Gradiente,98,1,0.7466041564714203,1
Gradiente,99,1,0.6768400017575062,1
Gradiente,100,1,0.6742675336305513,1
Gradiente,101,1,0.6196219354672463,1
Gradiente,102,1,0.7920307212295365,1
Gradiente,103,1,0.6212542472355671,1
Gradiente,104,1,0.7520718963311583,1
Gradiente,105,1,0.683915578569819,1
Gradiente,106,1,0.63442648387415,1
Gradiente,107,1,0.6504975728897215,1
Gradiente,108,1,0.7405011750329964,1
Gradiente,109,1,0.6824521243104014,1
Gradiente,110,1,0.6678365409669516,1
Gradiente,111,1,0.6491629170846498,1
Gradiente,112,1,0.6254644124531417,1
Gradiente,113,1,0.6625095110952228,1
Gradiente,114,1,0.6685220778785281,1
Gradiente,115,1,0.7602932433476479,1
Gradiente,116,1,0.6201399234418035,1
Gradiente,117,1,0.6888633577567462,1
Gradiente,118,1,0.6743953571276544,1
Gradiente,119,1,0.7666087897067229,1
Gradiente,120,1,0.6837032412650239,1
Gradiente,121,1,0.6978152778569577,1
Gradiente,122,1,0.6704036817121695,1
Gradiente,123,1,0.6565090190588034,1
Gradiente,124,1,0.6684113250737298,1
Gradiente,125,1,0.6690500501663241,1
Gradiente,126,1,0.6211667637520661,1
Gradiente,127,1,0.663573378599096,1
Gradiente,128,1,0.7866741415815548,1
Gradiente,129,1,0.6736717524445719,1
Gradiente,130,1,0.6980448925723133,1
Gradiente,131,1,0.6385339682079099,1
Gradiente,132,1,0.6572198070185871,1
Gradiente,133,1,0.6350060427772433,1
Gradiente,134,1,0.7292361404317835,1
Gradiente,135,1,0.7025542651615391,1
Gradiente,136,1,0.6761302353802869,1
Gradiente,137,1,0.6490548101661093,1
Gradiente,138,1,0.6486685385350526,1
Gradiente,139,1,0.6307001512214916,1
Gradiente,140,1,0.6236777882640097,1
Gradiente,141,1,0.6621429081271655,1
Gradiente,142,1,0.68414842059715,1
Gradiente,143,1,0.6449600026162061,1
Gradiente,144,1,0.6708643204139348,1
Gradiente,145,1,0.6573318125831245,1
Gradiente,146,1,0.6682806582267022,1
Gradiente,147,1,0.7068512969950647,1
Gradiente,148,1,0.6950150616054682,1
Gradiente,149,1,0.6862893994187553,1
Gradiente,150,1,0.6679202389627383,1
Gradiente,151,1,0.6681846517899686,1
Gradiente,152,1,0.6590444864088485,1
Gradiente,153,1,0.749728963917693,1
Gradiente,154,1,0.5904340797476508,1
Gradiente,155,1,0.6344529628761406,1
Gradiente,156,1,0.6629211435824727,1
Gradiente,157,1,0.6481746060105471,1
Gradiente,158,1,0.6736776834328635,1
Gradiente,159,1,0.7350279875712924,1
Gradiente,160,1,0.6700678706862331,1
Gradiente,161,1,0.7646047034052044,1
Gradiente,162,1,0.7006915720212172,1
Gradiente,163,1,0.7148268915358995,1
Gradiente,164,1,0.6850228478513378,1
Gradiente,165,0,0.7098914214077268,1
Gradiente,166,1,0.6770930421421779,1
Gradiente,167,1,0.6211028511410148,1
Gradiente,168,1,0.6666498978004796,1
Gradiente,169,1,0.6314396130400368,1
Gradiente,170,1,0.6009517579126038,1
Gradiente,171,1,0.6986970836796218,1
Gradiente,172,1,0.6647443366792583,1
Gradiente,173,1,0.6705135740988004,1
Gradiente,174,1,0.6738134960602866,1
Gradiente,175,1,0.6637133961709547,1
Gradiente,176,1,0.6540878247863862,1
Gradiente,177,1,0.6540931439024109,1
Gradiente,178,1,0.61229223920783,1
Gradiente,179,1,0.6966882948167188,1
Gradiente,180,1,0.6727727868362057,1
Gradiente,181,1,0.6193356633041414,1
Gradiente,182,1,0.7082762775038756,1
Gradiente,183,1,0.676237397438683,1
Gradiente,184,1,0.6426178429029885,1
Gradiente,185,1,0.6797524453855042,1
Gradiente,186,1,0.700745076519159,1
